"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"17:30:35,5187956","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\gametools_2_4.sst","NO SUCH FILE","Filter: gametools_2_4.sst"
"17:30:35,5192422","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\gametools_2_4.sst","NO SUCH FILE","Filter: gametools_2_4.sst"
"17:30:35,5220838","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\gametools_3_1.sst","NO SUCH FILE","Filter: gametools_3_1.sst"
"17:30:35,5223993","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\gametools_3_1.sst","NO SUCH FILE","Filter: gametools_3_1.sst"
"17:30:35,5252228","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\gametools_3_2.sst","NO SUCH FILE","Filter: gametools_3_2.sst"
"17:30:35,5255585","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\gametools_3_2.sst","NO SUCH FILE","Filter: gametools_3_2.sst"
"17:30:35,5324453","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\gametools_3_3.sst","NO SUCH FILE","Filter: gametools_3_3.sst"
"17:30:35,5328865","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\gametools_3_3.sst","NO SUCH FILE","Filter: gametools_3_3.sst"
"17:30:35,5367708","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\gametools_3_4.sst","NO SUCH FILE","Filter: gametools_3_4.sst"
"17:30:35,5371823","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\gametools_3_4.sst","NO SUCH FILE","Filter: gametools_3_4.sst"
"17:30:35,5487212","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\Sounds\button3.wav","NO SUCH FILE","Filter: button3.wav"
"17:30:35,5490123","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\Sounds\button3.wav","NO SUCH FILE","Filter: button3.wav"
"17:30:35,5494910","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\Sounds\button3.wav","NO SUCH FILE","Filter: button3.wav"
"17:30:35,5498440","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\Sounds\button3.wav","NO SUCH FILE","Filter: button3.wav"
"17:30:35,5508089","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\Sounds\button3.wav","NO SUCH FILE","Filter: button3.wav"
"17:30:35,5512022","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\Sounds\button3.wav","NO SUCH FILE","Filter: button3.wav"
"17:30:35,5516487","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\Sounds\button3.wav","NO SUCH FILE","Filter: button3.wav"
"17:30:35,5519571","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\Sounds\button3.wav","NO SUCH FILE","Filter: button3.wav"
"17:30:36,5222588","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\SE Buttons.sst","NO SUCH FILE","Filter: SE Buttons.sst"
"17:30:36,5228979","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\SE Buttons.sst","NO SUCH FILE","Filter: SE Buttons.sst"
"17:30:36,5377640","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\scenpart.sst","NO SUCH FILE","Filter: scenpart.sst"
"17:30:36,5381883","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\scenpart.sst","NO SUCH FILE","Filter: scenpart.sst"
"17:30:36,5527907","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\BaseGrass_1_1.sst","NO SUCH FILE","Filter: BaseGrass_1_1.sst"
"17:30:36,5531493","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\BaseGrass_1_1.sst","NO SUCH FILE","Filter: BaseGrass_1_1.sst"
"17:30:36,5544741","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\button_beach.sst","NO SUCH FILE","Filter: button_beach.sst"
"17:30:36,5548034","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\button_beach.sst","NO SUCH FILE","Filter: button_beach.sst"
"17:30:36,5554616","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\SandyBeach_1_1.sst","NO SUCH FILE","Filter: SandyBeach_1_1.sst"
"17:30:36,5558013","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\SandyBeach_1_1.sst","NO SUCH FILE","Filter: SandyBeach_1_1.sst"
"17:30:36,5582278","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\grasspatch_1_1.sst","NO SUCH FILE","Filter: grasspatch_1_1.sst"
"17:30:36,5585482","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\grasspatch_1_1.sst","NO SUCH FILE","Filter: grasspatch_1_1.sst"
"17:30:36,5603928","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\button_woodlands.sst","NO SUCH FILE","Filter: button_woodlands.sst"
"17:30:36,5607073","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\button_woodlands.sst","NO SUCH FILE","Filter: button_woodlands.sst"
"17:30:36,5611145","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\GrassTufts_1_1.sst","NO SUCH FILE","Filter: GrassTufts_1_1.sst"
"17:30:36,5614544","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\GrassTufts_1_1.sst","NO SUCH FILE","Filter: GrassTufts_1_1.sst"
"17:30:36,5624235","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\Rock_2_1.sst","NO SUCH FILE","Filter: Rock_2_1.sst"
"17:30:36,5627319","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\Rock_2_1.sst","NO SUCH FILE","Filter: Rock_2_1.sst"
"17:30:36,5637659","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\button_desert.sst","NO SUCH FILE","Filter: button_desert.sst"
"17:30:36,5641114","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\button_desert.sst","NO SUCH FILE","Filter: button_desert.sst"
"17:30:36,5650469","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\Ice_1_1.sst","NO SUCH FILE","Filter: Ice_1_1.sst"
"17:30:36,5654011","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\Ice_1_1.sst","NO SUCH FILE","Filter: Ice_1_1.sst"
"17:30:36,5677307","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\overgrowngrass_1_1.sst","NO SUCH FILE","Filter: overgrowngrass_1_1.sst"
"17:30:36,5680527","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\overgrowngrass_1_1.sst","NO SUCH FILE","Filter: overgrowngrass_1_1.sst"
"17:30:36,5694457","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\BCrackedMud_1_1.sst","NO SUCH FILE","Filter: BCrackedMud_1_1.sst"
"17:30:36,5698003","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\BCrackedMud_1_1.sst","NO SUCH FILE","Filter: BCrackedMud_1_1.sst"
"17:30:36,5717415","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\Marsh_1_1.sst","NO SUCH FILE","Filter: Marsh_1_1.sst"
"17:30:36,5721752","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\Marsh_1_1.sst","NO SUCH FILE","Filter: Marsh_1_1.sst"
"17:30:36,5745814","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\Asphalt_1_1.sst","NO SUCH FILE","Filter: Asphalt_1_1.sst"
"17:30:36,5750217","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\Asphalt_1_1.sst","NO SUCH FILE","Filter: Asphalt_1_1.sst"
"17:30:36,5769609","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\DriedLeaves_1_1.sst","NO SUCH FILE","Filter: DriedLeaves_1_1.sst"
"17:30:36,5772759","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\DriedLeaves_1_1.sst","NO SUCH FILE","Filter: DriedLeaves_1_1.sst"
"17:30:36,5788430","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\Underwater_1_1.sst","NO SUCH FILE","Filter: Underwater_1_1.sst"
"17:30:36,5793625","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\Underwater_1_1.sst","NO SUCH FILE","Filter: Underwater_1_1.sst"
"17:30:36,5816903","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\SnowTufts_1_1.sst","NO SUCH FILE","Filter: SnowTufts_1_1.sst"
"17:30:36,5821539","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\SnowTufts_1_1.sst","NO SUCH FILE","Filter: SnowTufts_1_1.sst"
"17:30:36,5846786","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\button_tree.sst","NO SUCH FILE","Filter: button_tree.sst"
"17:30:36,5850337","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\button_tree.sst","NO SUCH FILE","Filter: button_tree.sst"
"17:30:36,5858614","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\but_stinger_10T.sst","NO SUCH FILE","Filter: but_stinger_10T.sst"
"17:30:36,5863042","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\but_stinger_10T.sst","NO SUCH FILE","Filter: but_stinger_10T.sst"
"17:30:36,5871472","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\Stoneroad_2_1.sst","NO SUCH FILE","Filter: Stoneroad_2_1.sst"
"17:30:36,5874684","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\Stoneroad_2_1.sst","NO SUCH FILE","Filter: Stoneroad_2_1.sst"
"17:30:36,5884546","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\Bricks_1_1.sst","NO SUCH FILE","Filter: Bricks_1_1.sst"
"17:30:36,5888135","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\Bricks_1_1.sst","NO SUCH FILE","Filter: Bricks_1_1.sst"
"17:30:36,5914641","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\Pavement_1_1.sst","NO SUCH FILE","Filter: Pavement_1_1.sst"
"17:30:36,5918917","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\Pavement_1_1.sst","NO SUCH FILE","Filter: Pavement_1_1.sst"
"17:30:36,5939691","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\White_2_1.sst","NO SUCH FILE","Filter: White_2_1.sst"
"17:30:36,5942920","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\White_2_1.sst","NO SUCH FILE","Filter: White_2_1.sst"
"17:30:36,5951968","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\Plaza_1_1.sst","NO SUCH FILE","Filter: Plaza_1_1.sst"
"17:30:36,5955111","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\Plaza_1_1.sst","NO SUCH FILE","Filter: Plaza_1_1.sst"
"17:30:36,5977391","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\RockySand_1_1.sst","NO SUCH FILE","Filter: RockySand_1_1.sst"
"17:30:36,5980898","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\RockySand_1_1.sst","NO SUCH FILE","Filter: RockySand_1_1.sst"
"17:30:36,6006628","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\Water_Ocean_1.sst","NO SUCH FILE","Filter: Water_Ocean_1.sst"
"17:30:36,6010653","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\Water_Ocean_1.sst","NO SUCH FILE","Filter: Water_Ocean_1.sst"
"17:30:36,6022421","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\Cliff_1_1.sst","NO SUCH FILE","Filter: Cliff_1_1.sst"
"17:30:36,6025757","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\Cliff_1_1.sst","NO SUCH FILE","Filter: Cliff_1_1.sst"
"17:30:36,6047415","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\Cliff_2_1.sst","NO SUCH FILE","Filter: Cliff_2_1.sst"
"17:30:36,6051920","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\Cliff_2_1.sst","NO SUCH FILE","Filter: Cliff_2_1.sst"
"17:30:36,6073776","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\TCrackedMud_1_1.sst","NO SUCH FILE","Filter: TCrackedMud_1_1.sst"
"17:30:36,6077258","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\TCrackedMud_1_1.sst","NO SUCH FILE","Filter: TCrackedMud_1_1.sst"
"17:30:36,6098339","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\Grass_6_1.sst","NO SUCH FILE","Filter: Grass_6_1.sst"
"17:30:36,6101582","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\Grass_6_1.sst","NO SUCH FILE","Filter: Grass_6_1.sst"
"17:30:36,6107221","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\Smoothstones_1_1.sst","NO SUCH FILE","Filter: Smoothstones_1_1.sst"
"17:30:36,6110599","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\Smoothstones_1_1.sst","NO SUCH FILE","Filter: Smoothstones_1_1.sst"
"17:30:36,6125151","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\Sparsegrass_1_1.sst","NO SUCH FILE","Filter: Sparsegrass_1_1.sst"
"17:30:36,6128176","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\Sparsegrass_1_1.sst","NO SUCH FILE","Filter: Sparsegrass_1_1.sst"
"17:30:36,6141931","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\Finesand_1_1.sst","NO SUCH FILE","Filter: Finesand_1_1.sst"
"17:30:36,6145130","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\Finesand_1_1.sst","NO SUCH FILE","Filter: Finesand_1_1.sst"
"17:30:36,6158623","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\Pebbles_1_1.sst","NO SUCH FILE","Filter: Pebbles_1_1.sst"
"17:30:36,6161786","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\Pebbles_1_1.sst","NO SUCH FILE","Filter: Pebbles_1_1.sst"
"17:30:36,6180885","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\Longgrass_1_1.sst","NO SUCH FILE","Filter: Longgrass_1_1.sst"
"17:30:36,6185108","Empire Earth.exe","6096","QueryDirectory","C:\Spiele\Empire Earth\Data\textures\Longgrass_1_1.sst","NO SUCH FILE","Filter: Longgrass_1_1.sst"
